,y_test,y_hat,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
11734,0,0,0.53,0.59,4,259,3,0,0,0,sales,low
3171,0,0,0.38,0.74,3,159,4,0,0,0,technical,medium
5104,0,0,0.38,0.5,2,170,3,0,0,0,product_mng,low
4861,0,0,0.52,0.91,5,193,2,0,0,0,support,low
11731,0,0,0.77,0.82,4,134,3,0,0,1,sales,low
13371,0,0,0.74,0.64,3,136,2,0,0,0,IT,medium
5968,0,0,0.99,0.59,3,163,2,0,0,0,sales,medium
315,1,1,0.73,0.86,4,245,6,0,1,0,sales,low
5482,0,0,0.41,0.57,3,193,3,1,0,0,IT,medium
2306,0,0,0.8,0.98,2,232,6,1,0,0,sales,low
968,1,1,0.42,0.54,2,130,3,0,1,0,support,medium
127,1,1,0.7,0.89,3,183,5,0,1,0,support,low
1322,1,1,0.78,0.86,4,249,5,0,1,0,sales,medium
13546,0,0,0.83,0.5,6,165,3,0,0,0,management,medium
11106,0,0,0.68,0.65,3,173,3,1,0,0,marketing,high
14222,1,1,0.11,0.81,6,305,4,0,1,0,sales,low
1831,1,0,0.14,0.47,4,175,2,0,1,0,RandD,medium
11611,0,0,0.65,0.52,2,117,10,1,0,0,support,low
7844,0,0,0.24,0.65,6,210,5,0,0,0,management,high
685,1,1,0.79,0.84,4,240,5,0,1,0,sales,medium
1808,1,1,0.36,0.48,2,136,3,0,1,0,support,low
9351,0,0,0.63,0.59,4,249,2,0,0,0,technical,low
7795,0,0,0.83,0.64,5,272,2,0,0,0,sales,medium
185,1,1,0.4,0.46,2,127,3,0,1,0,hr,medium
4537,0,0,0.67,0.78,4,241,4,0,0,1,hr,medium
8688,0,0,0.65,0.92,3,101,3,1,0,0,IT,medium
5027,0,0,0.76,0.4,2,245,5,0,0,0,product_mng,medium
12780,1,0,0.44,0.65,3,271,4,0,1,0,sales,low
8615,0,0,0.19,0.64,5,231,4,1,0,0,IT,medium
11987,0,0,0.19,0.79,4,229,4,0,0,0,product_mng,medium
6878,0,0,0.74,0.8,3,219,2,0,0,0,marketing,medium
2968,0,0,0.24,0.85,4,155,5,0,0,0,product_mng,low
13830,0,0,0.57,0.91,4,224,10,0,0,0,sales,medium
5865,0,0,0.17,0.91,6,246,5,0,0,0,IT,high
8080,0,0,0.51,0.51,3,274,2,0,0,0,product_mng,medium
8402,0,0,0.56,0.61,3,224,3,0,0,0,management,low
10589,0,0,0.59,0.88,3,159,2,0,0,0,technical,medium
6000,0,0,0.72,0.96,5,223,3,1,0,0,support,low
784,1,1,0.44,0.57,2,131,3,0,1,0,sales,low
5416,0,0,0.18,0.93,3,245,4,1,0,0,RandD,low
8811,0,0,0.88,0.75,5,152,3,0,0,0,hr,high
4472,0,0,0.6,0.59,3,172,3,0,0,0,technical,medium
5818,0,0,0.67,0.49,5,161,2,0,0,0,sales,medium
13025,0,0,0.88,0.61,4,177,4,1,0,0,support,low
10366,0,0,0.61,0.46,3,171,3,0,0,0,IT,medium
1602,1,1,0.43,0.53,2,157,3,0,1,0,RandD,low
2302,0,0,0.56,0.62,5,238,3,0,0,0,sales,low
12998,0,0,0.67,0.6,5,253,6,0,0,0,sales,medium
10293,0,0,0.61,0.62,3,240,3,0,0,0,IT,low
13896,0,0,0.41,0.38,4,142,10,1,0,0,support,low
8504,0,0,0.61,0.62,4,269,4,0,0,0,accounting,medium
6554,0,0,0.66,0.9,3,176,2,1,0,0,product_mng,medium
14291,1,1,0.45,0.54,2,140,3,0,1,0,support,low
971,1,1,0.72,1.0,5,264,5,0,1,0,technical,medium
10749,0,0,0.96,0.7,3,207,3,0,0,0,IT,high
10614,0,0,0.89,0.92,3,195,2,0,0,0,marketing,medium
809,1,1,0.11,0.97,7,310,4,0,1,0,support,medium
13534,0,0,0.84,0.56,5,224,2,0,0,0,support,medium
13711,0,0,0.49,0.36,2,192,3,0,0,0,sales,low
11785,0,0,0.53,0.91,4,167,4,0,0,0,management,high
6176,0,0,0.41,0.48,6,165,4,0,0,0,IT,medium
13083,0,0,0.2,0.42,4,256,5,0,0,0,hr,low
6748,0,0,0.98,0.74,4,139,3,0,0,0,hr,medium
14871,1,1,0.44,0.5,2,130,3,0,1,0,support,medium
2931,0,0,0.42,0.73,4,208,5,0,0,0,accounting,low
4350,0,0,0.94,0.68,5,151,2,0,0,0,RandD,medium
9404,0,0,0.68,0.54,4,165,4,0,0,0,sales,high
849,1,1,0.54,0.94,6,294,3,0,1,0,sales,medium
13655,0,0,0.88,0.67,5,264,3,0,0,0,product_mng,medium
12801,0,0,0.56,0.83,3,236,3,1,0,0,technical,medium
7474,0,0,0.66,0.63,3,166,3,0,0,0,IT,high
10407,0,0,0.73,0.98,4,216,2,0,0,0,sales,low
3458,0,0,0.74,0.5,4,216,3,0,0,0,sales,medium
10542,0,0,0.33,1.0,2,210,3,1,0,0,sales,medium
3341,0,0,0.64,0.95,3,218,2,0,0,0,technical,medium
5000,0,0,0.35,1.0,6,186,2,0,0,0,technical,low
12815,0,0,0.8,0.67,3,236,3,1,0,0,RandD,low
6371,0,0,0.7,0.73,4,240,2,1,0,0,technical,medium
3734,0,0,0.21,0.56,6,277,5,0,0,0,RandD,medium
7608,0,0,0.3,0.85,2,203,3,0,0,0,support,medium
6640,0,0,0.32,0.75,3,255,4,0,0,0,sales,medium
4669,0,0,0.94,0.83,4,156,2,0,0,0,sales,medium
5153,0,0,0.82,0.92,5,198,3,0,0,0,technical,low
3205,0,0,0.23,0.52,5,236,4,0,0,0,RandD,low
8595,0,0,0.87,0.68,3,257,3,0,0,0,technical,low
549,1,1,0.41,0.47,2,138,3,0,1,0,sales,low
3615,0,0,0.75,1.0,3,102,3,0,0,0,accounting,medium
2197,0,0,0.9,0.79,4,150,2,0,0,0,IT,low
10350,0,0,1.0,0.86,4,195,4,0,0,0,support,medium
13582,0,0,0.94,0.59,3,151,2,0,0,0,sales,low
14107,0,0,0.72,0.99,3,143,4,0,0,0,sales,low
8733,0,0,0.74,0.58,3,220,2,0,0,0,hr,high
14456,1,1,0.45,0.46,2,155,3,0,1,0,sales,low
3151,0,0,0.79,0.91,4,200,3,0,0,0,sales,medium
7814,0,0,0.18,0.99,4,160,5,0,0,0,accounting,low
12588,1,1,0.87,0.9,5,258,5,0,1,0,support,low
6946,0,0,0.59,0.75,3,168,3,0,0,0,RandD,medium
3986,0,0,0.42,0.75,3,163,2,1,0,0,sales,low
8680,0,0,0.15,0.96,5,201,6,0,0,0,support,low
7765,0,0,0.36,0.61,4,166,4,0,0,0,technical,low
12329,1,1,0.44,0.48,2,148,3,0,1,0,sales,low
6538,0,0,0.75,0.84,3,145,3,1,0,0,support,low
9929,0,0,0.92,0.58,5,205,2,1,0,0,management,medium
2176,0,0,0.82,0.73,4,195,5,1,0,0,technical,medium
6152,0,0,0.51,0.62,3,110,3,0,0,0,support,low
13943,0,0,0.24,0.94,6,141,3,1,0,0,sales,low
9248,0,0,0.52,0.93,2,271,3,0,0,0,sales,low
14017,0,0,0.64,0.94,4,210,3,0,0,0,product_mng,low
6638,0,0,0.78,0.76,3,238,3,0,0,0,marketing,medium
3641,0,0,0.17,0.84,5,216,4,0,0,0,support,medium
10016,0,0,0.61,0.64,3,187,2,0,0,0,sales,medium
14134,0,0,0.83,0.8,3,240,8,0,0,0,sales,low
6895,0,0,0.69,0.91,4,128,3,1,0,0,sales,medium
10716,0,0,0.98,0.91,3,165,2,1,0,0,hr,medium
7379,0,0,0.98,0.67,4,189,4,0,0,0,support,high
6161,0,0,0.69,0.53,4,156,3,0,0,0,support,low
9637,0,0,0.76,0.71,4,156,3,0,0,0,sales,low
14231,1,1,0.11,0.83,6,282,4,0,1,0,sales,low
14881,1,1,0.43,0.56,2,129,3,0,1,0,sales,low
10892,0,0,0.64,0.91,3,165,3,1,0,0,support,low
5612,0,0,0.63,0.94,2,228,2,1,0,0,technical,low
2265,0,0,0.77,0.61,5,146,3,0,0,0,support,low
5620,0,0,0.5,0.85,4,150,2,0,0,0,support,high
8013,0,0,0.86,0.53,4,155,3,0,0,0,marketing,high
8853,0,0,0.79,0.76,4,216,4,0,0,0,RandD,medium
13269,0,0,0.49,0.59,5,140,3,0,0,0,support,high
2698,0,0,0.3,0.47,4,176,2,0,0,0,sales,low
14381,1,1,0.81,0.99,4,259,5,0,1,0,sales,low
14153,0,0,0.88,0.74,3,273,10,0,0,0,sales,medium
9425,0,0,0.57,0.99,3,100,4,1,0,0,technical,low
12545,1,1,0.78,1.0,5,236,5,0,1,0,sales,medium
1598,1,1,0.83,0.94,5,273,5,0,1,0,RandD,medium
3090,0,0,0.49,0.61,5,133,3,0,0,0,technical,low
4529,0,0,0.52,0.67,3,244,3,0,0,0,sales,low
9522,0,0,0.52,0.57,3,183,2,0,0,0,technical,low
13184,0,0,0.67,0.63,3,227,3,0,0,0,technical,medium
4636,0,0,0.72,0.95,5,171,3,0,0,0,support,low
2225,0,0,0.82,0.51,3,234,3,0,0,0,sales,low
5491,0,0,0.78,0.9,4,104,4,0,0,0,RandD,low
7462,0,0,0.32,0.41,3,138,3,1,0,0,technical,medium
3394,0,0,0.99,0.6,4,259,4,0,0,0,technical,low
2058,0,0,0.63,0.66,4,237,2,1,0,0,RandD,medium
7195,0,0,0.51,0.58,4,169,2,0,0,0,sales,low
7153,0,0,0.63,0.93,6,171,3,1,0,0,support,low
8928,0,0,0.56,0.86,4,137,2,1,0,0,RandD,high
6353,0,0,0.88,0.89,3,139,2,0,0,0,sales,low
1915,1,1,0.39,0.54,2,154,3,0,1,0,marketing,low
13946,0,0,0.89,0.77,5,232,3,0,0,0,sales,low
2842,0,0,0.73,0.88,5,204,5,0,0,0,sales,low
2998,0,0,0.53,0.53,4,205,3,0,0,0,sales,low
5696,0,0,0.48,0.54,4,105,5,1,0,0,support,low
6193,0,0,0.73,0.97,3,165,2,0,0,0,sales,low
4231,0,0,0.13,0.72,4,148,5,0,0,0,hr,medium
4745,0,0,0.48,0.5,4,179,3,0,0,0,sales,medium
503,1,1,0.43,0.51,2,155,3,0,1,0,technical,medium
10032,0,0,0.14,0.58,6,205,3,0,0,0,hr,low
435,1,1,0.41,0.47,2,135,3,0,1,0,support,low
8847,0,0,0.52,0.94,3,263,3,0,0,0,product_mng,medium
10563,0,0,0.67,0.61,4,145,4,0,0,0,hr,low
10415,0,0,0.9,0.65,4,221,3,0,0,0,technical,low
11245,0,0,0.48,0.81,4,149,2,0,0,0,management,medium
10437,0,0,0.89,0.56,4,225,4,0,0,0,technical,medium
69,1,1,0.43,0.5,2,135,3,0,1,0,product_mng,medium
8633,0,0,0.87,1.0,3,148,3,0,0,0,marketing,low
11055,0,0,0.45,0.48,3,145,2,0,0,0,support,medium
6445,0,0,0.5,0.52,5,137,3,1,0,0,technical,medium
9647,0,0,0.69,0.68,4,214,4,0,0,0,accounting,low
12639,1,1,0.43,0.48,2,153,3,0,1,0,accounting,low
4324,0,0,0.5,0.64,4,213,4,0,0,0,support,low
5803,0,0,0.74,0.67,4,158,3,0,0,0,sales,low
11932,0,0,0.82,0.84,3,194,3,0,0,0,product_mng,low
8866,0,0,0.14,0.57,4,207,5,0,0,0,sales,low
14426,1,1,0.36,0.51,2,155,3,0,1,0,IT,low
10789,0,0,0.62,0.94,4,252,4,0,0,0,accounting,low
14152,0,0,0.58,1.0,4,220,10,0,0,0,marketing,medium
5064,0,0,0.45,0.53,3,181,4,1,0,0,accounting,low
3684,0,0,0.76,0.56,4,214,2,1,0,0,sales,medium
3277,0,0,0.86,0.59,3,215,3,0,0,0,RandD,medium
8287,0,0,0.85,0.55,4,158,5,0,0,0,technical,medium
9802,0,0,0.84,0.56,3,266,3,0,0,0,hr,high
837,1,1,0.09,0.93,6,308,4,0,1,0,RandD,low
11667,0,0,0.62,0.82,3,204,10,0,0,0,accounting,medium
259,1,1,0.11,0.84,6,287,4,0,1,0,accounting,medium
14781,1,1,0.44,0.52,2,137,3,0,1,0,technical,medium
6667,0,0,0.56,0.92,5,160,3,0,0,0,accounting,low
11541,0,0,0.51,0.89,4,233,7,0,0,0,sales,medium
2520,0,0,0.81,0.76,4,177,3,0,0,0,support,medium
8744,0,0,0.12,0.5,5,287,4,0,0,0,technical,low
14722,1,1,0.53,0.85,2,164,5,0,1,0,support,low
6527,0,0,0.93,0.86,4,145,3,0,0,0,technical,medium
11380,0,0,0.24,0.62,6,225,6,0,0,0,sales,low
1509,1,1,0.44,0.52,2,128,3,0,1,0,technical,medium
740,1,1,0.1,0.89,7,291,4,0,1,0,support,medium
1636,1,1,0.36,0.49,2,133,3,0,1,0,hr,medium
4211,0,0,0.61,0.9,5,113,3,0,0,0,sales,medium
1136,1,1,0.86,0.91,5,265,5,0,1,0,IT,low
10545,0,0,0.92,0.55,4,220,2,0,0,0,sales,medium
7166,0,0,0.16,0.57,5,144,4,1,0,0,product_mng,low
12729,1,1,0.09,0.83,6,282,4,0,1,0,technical,medium
8860,0,0,0.86,0.61,4,221,2,0,0,0,marketing,medium
6100,0,0,0.97,0.89,5,265,2,0,0,0,IT,low
413,1,1,0.45,0.54,2,142,3,0,1,0,hr,medium
5569,0,0,0.88,0.69,3,248,4,0,0,0,RandD,low
13632,0,0,0.81,0.74,2,228,3,0,0,0,management,high
6773,0,0,0.65,0.95,3,190,3,0,0,0,technical,low
874,1,1,0.14,0.73,7,282,5,0,1,0,technical,low
5839,0,0,0.36,0.4,4,114,4,1,0,0,technical,low
11284,0,0,0.9,0.51,4,137,6,0,0,0,sales,medium
14403,1,1,0.74,0.91,4,232,5,0,1,0,technical,medium
1680,1,1,0.09,0.96,7,274,5,0,1,0,marketing,low
9045,0,0,0.94,0.92,3,273,3,0,0,0,technical,high
10511,0,0,0.49,0.63,4,213,3,0,0,0,support,medium
13125,0,0,0.93,0.64,4,253,3,0,0,0,RandD,low
11788,0,0,0.82,0.56,2,227,5,1,0,0,management,high
14589,1,1,0.31,0.56,4,238,2,0,1,0,accounting,medium
11775,0,0,0.66,0.72,4,271,3,0,0,0,sales,low
6601,0,0,0.96,0.95,5,189,2,0,0,0,technical,medium
2183,0,0,0.22,0.53,4,244,2,0,0,0,support,medium
8003,0,0,0.69,0.69,3,236,4,0,0,0,product_mng,medium
3797,0,0,0.65,0.59,4,192,3,0,0,0,technical,low
7010,0,0,0.91,0.85,5,214,2,0,0,0,IT,low
2762,0,0,0.91,0.85,3,248,3,0,0,0,sales,medium
8416,0,0,0.21,0.39,2,118,4,0,0,0,sales,medium
13695,0,0,0.78,0.65,3,139,3,0,0,0,marketing,high
3902,0,0,0.2,0.49,5,199,5,0,0,0,sales,low
7196,0,0,0.51,0.83,3,133,3,0,0,0,sales,low
9203,0,0,0.24,0.74,6,106,5,0,0,0,technical,low
13272,0,0,0.9,0.73,2,203,4,0,0,0,support,medium
2182,0,0,0.26,0.85,6,152,4,0,0,0,support,medium
7218,0,0,0.55,0.65,5,138,2,0,0,0,technical,medium
8631,0,0,0.19,0.91,5,145,3,0,0,0,management,low
10469,0,0,0.34,0.69,2,193,3,0,0,0,sales,medium
2386,0,0,0.84,0.51,6,141,2,1,0,0,sales,low
12503,1,1,0.43,0.51,2,155,3,0,1,0,technical,medium
3338,0,0,0.56,0.95,3,241,3,0,0,0,support,medium
8527,0,0,0.88,0.68,3,185,2,0,0,0,support,low
7776,0,0,0.83,0.9,3,179,2,1,0,0,product_mng,low
6512,0,0,0.23,0.74,5,219,4,0,0,0,sales,medium
268,1,1,0.38,0.56,2,156,3,0,1,0,technical,low
13475,0,0,0.58,0.91,3,154,10,0,0,0,product_mng,high
9518,0,0,0.52,0.71,3,151,3,0,0,0,support,low
3080,0,0,0.76,0.51,4,242,3,0,0,0,sales,medium
6124,0,0,0.52,0.62,3,179,3,0,0,0,sales,high
4186,0,0,0.69,0.69,5,160,3,0,0,0,IT,medium
2030,0,0,0.85,0.59,3,235,3,0,0,0,support,low
11681,0,0,0.93,0.98,4,189,10,0,0,0,sales,medium
7190,0,0,0.56,0.96,3,244,3,0,0,0,sales,medium
5092,0,0,0.97,0.87,2,175,6,0,0,0,support,high
9755,0,0,0.67,0.7,4,222,3,0,0,0,management,low
14628,1,1,0.11,0.9,6,264,4,0,1,0,technical,medium
14147,0,0,0.53,0.8,2,225,7,1,0,1,management,high
8344,0,0,0.55,0.57,4,220,3,0,0,0,sales,medium
14931,1,1,0.87,0.88,5,240,5,0,1,0,IT,medium
1932,1,1,0.4,0.47,2,128,3,0,1,0,sales,medium
6774,0,0,0.65,0.75,4,270,2,0,0,0,technical,low
830,1,1,0.72,0.95,4,220,5,0,1,0,product_mng,low
3005,0,0,0.54,0.74,3,185,4,0,0,0,sales,low
134,1,1,0.36,0.5,2,132,3,0,1,0,technical,low
13315,0,0,0.85,0.87,6,232,5,0,0,0,management,high
9297,0,0,0.9,0.58,3,264,3,0,0,0,IT,medium
4622,0,0,0.97,0.68,3,185,2,0,0,0,technical,medium
1444,1,1,0.41,0.48,2,141,3,0,1,0,IT,low
6160,0,0,0.75,0.77,4,204,2,0,0,0,support,low
6544,0,0,0.79,0.36,3,114,3,0,0,0,technical,high
1834,1,1,0.09,0.9,6,295,4,0,1,0,accounting,low
8131,0,0,0.82,0.56,5,180,3,0,0,0,technical,low
3693,0,0,0.59,0.61,4,141,2,1,0,0,hr,medium
12722,1,1,0.44,0.47,2,130,3,0,1,0,technical,low
7550,0,0,0.22,0.62,6,142,3,0,0,0,IT,low
5539,0,0,0.73,0.49,4,200,2,1,0,0,technical,low
14369,1,1,0.39,0.5,2,136,3,0,1,0,management,low
11074,0,0,0.9,0.93,3,209,3,0,0,0,product_mng,medium
13669,0,0,0.71,0.37,2,179,5,0,0,1,support,low
9716,0,0,0.8,0.74,2,205,3,1,0,0,sales,low
2452,0,0,0.41,0.4,2,194,2,0,0,0,sales,low
6928,0,0,0.97,0.96,5,210,6,1,0,0,technical,low
12218,1,1,0.43,0.53,2,131,3,0,1,0,IT,low
8987,0,0,0.89,1.0,4,226,2,1,0,0,technical,low
807,1,1,0.86,1.0,5,227,5,0,1,0,technical,medium
7853,0,0,0.86,0.64,4,147,2,1,0,0,product_mng,high
14074,0,0,0.59,0.54,4,176,2,0,0,0,technical,medium
12558,1,1,0.43,0.55,2,136,3,0,1,0,sales,low
14719,1,1,0.38,0.55,2,158,3,0,1,0,support,low
14009,0,0,0.61,0.42,3,145,4,0,0,1,sales,medium
14242,1,1,0.45,0.57,2,134,3,0,1,0,hr,low
3096,0,0,0.71,0.66,3,238,2,0,0,0,technical,low
4042,0,0,0.71,0.89,3,244,4,0,0,0,RandD,medium
3710,0,0,0.34,0.46,2,169,2,1,0,0,support,low
9869,0,0,0.77,0.71,5,204,3,0,0,0,sales,high
2666,0,0,0.86,0.62,3,256,3,1,0,0,RandD,low
10010,0,0,0.85,0.66,5,189,3,0,0,0,sales,medium
2009,0,0,0.74,0.64,4,268,3,0,0,0,sales,low
926,1,1,0.78,0.87,4,236,5,0,1,0,sales,medium
7386,0,0,0.69,0.59,5,182,4,0,0,0,technical,high
13794,0,0,0.6,0.98,4,146,10,0,0,0,technical,low
3820,0,0,0.79,0.54,5,212,4,0,0,0,marketing,medium
1457,1,1,0.1,0.81,6,248,4,0,1,0,marketing,low
14472,1,1,0.82,0.97,5,263,5,0,1,0,hr,medium
5739,0,0,0.91,0.87,3,199,3,0,0,0,sales,medium
13579,0,0,0.56,0.67,3,270,2,0,0,0,sales,medium
7621,0,0,0.9,0.54,3,272,2,0,0,0,IT,low
8653,0,0,0.41,0.5,3,193,3,0,0,0,sales,medium
5713,0,0,0.59,0.59,3,173,3,0,0,0,IT,low
11843,0,0,0.62,0.61,3,266,2,0,0,0,management,high
10640,0,0,0.85,0.66,4,155,4,0,0,0,hr,high
6608,0,0,0.78,0.96,4,245,3,0,0,0,support,medium
8307,0,0,0.7,0.43,6,253,3,0,0,0,IT,high
10976,0,0,0.69,0.52,3,186,3,0,0,0,IT,medium
1053,1,1,0.09,0.78,6,244,4,0,1,0,IT,low
10112,0,0,0.17,0.77,4,151,6,0,0,0,technical,low
5930,0,0,0.65,0.95,3,266,3,1,0,0,support,low
13641,0,0,0.67,0.7,3,149,3,0,0,0,support,low
5080,0,0,0.65,0.59,5,271,3,0,0,0,technical,medium
11398,0,0,0.84,0.53,3,210,4,1,0,0,marketing,medium
2811,0,0,0.87,0.91,5,268,3,0,0,0,IT,low
12617,1,1,0.83,0.95,4,251,5,0,1,0,marketing,medium
5527,0,0,0.61,0.61,4,239,2,0,0,1,hr,high
11890,0,0,0.39,0.75,6,185,3,0,0,1,management,high
2355,0,0,0.46,0.58,4,171,3,0,0,0,product_mng,low
5310,0,0,0.63,0.87,5,248,2,0,0,0,technical,low
9269,0,0,0.68,0.74,3,227,2,0,0,0,technical,medium
8988,0,0,0.96,0.93,3,238,2,0,0,0,technical,low
9403,0,0,0.61,0.55,3,245,3,0,0,0,sales,medium
3081,0,0,0.97,0.81,3,249,2,0,0,0,sales,low
8104,0,0,0.87,0.96,4,151,3,1,0,0,sales,medium
13941,0,0,0.91,0.58,3,220,7,0,0,1,sales,low
11158,0,0,0.69,0.55,3,172,2,0,0,0,technical,medium
10535,0,0,0.97,0.81,3,145,3,0,0,0,support,low
1248,1,1,0.41,0.54,2,138,3,0,1,0,accounting,low
4867,0,0,0.67,0.85,3,153,4,0,0,0,technical,low
11602,0,0,0.59,0.5,2,162,2,0,0,0,management,high
6409,0,0,0.53,0.75,4,263,5,0,0,0,RandD,low
11503,0,0,0.64,0.63,3,156,6,1,0,0,support,low
11648,0,0,0.17,0.66,6,174,3,0,0,0,sales,medium
3522,0,0,0.74,0.89,3,160,2,0,0,0,sales,low
5422,0,0,0.92,0.91,3,250,4,0,0,0,support,low
6140,0,0,0.98,0.77,4,184,3,0,0,0,hr,medium
9528,0,0,0.27,0.85,2,277,6,1,0,0,IT,low
11711,0,0,0.82,0.9,3,215,4,0,0,0,management,high
5028,0,0,0.64,0.99,4,180,4,0,0,0,product_mng,medium
12520,1,1,0.87,0.94,4,274,5,0,1,0,IT,low
4536,0,0,0.21,0.37,6,266,3,0,0,1,hr,medium
865,1,1,0.82,0.85,5,218,5,0,1,0,sales,low
3002,0,0,0.43,0.63,3,156,3,0,0,0,sales,medium
8506,0,0,0.24,0.94,6,237,5,0,0,0,hr,medium
7455,0,0,0.79,0.9,5,146,3,1,0,0,support,high
331,1,1,0.11,0.85,7,302,4,0,1,0,sales,low
9405,0,0,0.51,0.7,4,142,4,1,0,0,sales,low
5427,0,0,0.68,0.71,5,135,4,1,0,0,marketing,medium
947,1,1,0.39,0.56,2,135,3,0,1,0,hr,low
1918,1,1,0.39,0.53,2,146,3,0,1,0,sales,low
2951,0,0,0.8,0.55,2,212,3,0,0,0,support,medium
14621,1,1,0.28,0.45,6,218,4,0,1,0,accounting,low
806,1,1,0.45,0.54,2,138,3,0,1,0,technical,medium
1635,1,1,0.43,0.47,2,137,3,0,1,0,hr,medium
11369,0,0,0.86,0.84,3,177,3,0,0,0,sales,medium
9108,0,0,0.52,0.67,4,182,3,0,0,0,sales,medium
4721,0,0,0.37,0.61,3,186,2,0,0,0,IT,low
8772,0,0,0.59,0.75,2,273,2,0,0,0,IT,high
12430,1,1,0.89,0.65,5,195,6,0,1,0,support,low
14640,1,1,0.41,0.52,2,127,3,1,1,0,support,low
12026,1,1,0.82,0.87,4,239,5,0,1,0,sales,low
3399,0,0,0.13,1.0,4,157,5,1,0,0,technical,low
13178,0,0,0.2,0.99,5,151,3,1,0,0,support,low
14405,1,1,0.89,0.95,4,275,5,0,1,0,technical,medium
13788,0,0,0.55,0.78,4,261,3,0,0,0,management,high
3332,0,0,0.72,0.68,4,238,3,0,0,0,support,low
13110,0,0,0.89,0.91,3,233,2,0,0,0,IT,medium
666,1,1,0.46,0.62,6,213,3,0,1,0,support,low
5737,0,0,0.81,0.49,2,205,5,1,0,0,sales,low
11786,0,0,0.81,0.8,5,132,2,1,0,0,management,high
12119,1,1,0.4,0.46,2,132,3,0,1,0,technical,low
11017,0,0,0.73,0.88,5,233,4,1,0,0,sales,medium
9526,0,0,0.45,0.87,2,268,4,1,0,0,IT,low
357,1,1,0.37,0.54,2,149,3,0,1,0,support,low
13123,0,0,0.52,0.57,3,270,3,0,0,0,RandD,low
222,1,1,0.37,0.51,2,153,3,0,1,0,product_mng,low
12008,1,1,0.89,1.0,5,224,5,0,1,0,sales,low
6029,0,0,0.85,0.98,5,156,2,0,0,0,RandD,low
6757,0,0,0.79,0.5,4,151,3,1,0,0,technical,medium
98,1,1,0.11,0.97,6,284,4,0,1,0,sales,low
6239,0,0,0.72,0.98,3,181,4,0,0,0,technical,low
7911,0,0,0.67,0.8,4,137,2,0,0,0,support,medium
2518,0,0,0.63,0.98,4,175,2,0,0,0,sales,medium
9746,0,0,0.96,0.69,4,156,5,0,0,0,support,high
2431,0,0,0.77,0.9,4,104,5,0,0,0,product_mng,low
493,1,1,0.1,0.94,6,309,4,0,1,0,technical,medium
6964,0,0,0.89,0.81,3,268,3,0,0,0,sales,low
257,1,1,0.42,0.54,2,156,3,0,1,0,sales,medium
13729,0,0,0.63,0.93,4,233,3,0,0,0,IT,medium
12193,1,1,0.09,0.82,6,249,4,0,1,0,technical,medium
14067,0,0,0.81,0.92,4,268,3,0,0,0,sales,low
1916,1,1,0.44,0.52,2,149,3,0,1,0,marketing,low
7907,0,0,0.8,0.81,3,199,4,1,0,0,support,medium
2155,0,0,0.26,0.83,3,168,3,0,0,0,sales,low
5300,0,0,0.94,0.69,2,198,3,0,0,0,technical,low
5509,0,0,0.96,0.93,5,141,2,1,0,0,sales,medium
5478,0,0,0.98,0.92,3,254,3,0,0,0,technical,high
7549,0,0,0.18,0.73,6,225,4,0,0,0,product_mng,low
11964,0,0,0.82,0.8,5,205,3,0,0,0,IT,low
8992,0,0,0.41,0.69,2,152,4,1,0,0,IT,low
9734,0,0,0.51,0.88,5,230,4,0,0,0,technical,medium
14515,1,1,0.89,0.87,5,255,5,0,1,0,RandD,medium
13298,0,0,0.55,0.86,4,169,6,0,0,0,IT,medium
471,1,1,0.44,0.53,2,149,3,0,1,0,sales,low
12370,1,1,0.37,0.45,2,142,3,0,1,0,IT,low
338,1,1,0.39,0.5,2,142,3,0,1,0,hr,medium
7017,0,0,0.52,0.84,4,212,3,0,0,0,IT,medium
11078,0,0,0.69,0.88,3,164,10,0,0,0,management,medium
2746,0,0,0.94,0.9,2,263,3,0,0,0,RandD,low
8447,0,0,0.49,0.49,4,256,3,1,0,0,support,low
13473,0,0,0.98,0.67,3,190,10,0,0,0,IT,medium
3929,0,0,0.73,0.62,4,210,4,0,0,0,technical,medium
6037,0,0,0.67,1.0,3,201,4,0,0,0,marketing,medium
2446,0,0,0.61,0.51,3,156,3,1,0,0,marketing,medium
14124,0,0,0.96,0.68,3,206,3,0,0,0,sales,medium
7157,0,0,0.89,0.75,3,167,2,0,0,0,technical,low
7354,0,0,0.9,0.78,3,162,2,0,0,0,sales,medium
7171,0,0,0.76,0.6,3,140,2,0,0,0,RandD,low
4553,0,0,1.0,0.76,6,246,3,1,0,1,support,medium
5494,0,0,0.93,0.49,5,167,3,0,0,0,RandD,medium
14952,1,1,0.44,0.52,2,149,3,0,1,0,marketing,low
9649,0,0,0.47,0.65,4,172,2,0,0,0,hr,low
8749,0,0,0.15,0.84,3,201,6,0,0,0,support,medium
2627,0,0,0.6,0.97,4,219,4,1,0,0,hr,low
9659,0,0,0.74,0.71,4,243,3,0,0,0,technical,medium
5293,0,0,0.53,0.59,3,163,4,0,0,0,accounting,low
7121,0,0,0.93,1.0,3,148,4,0,0,0,sales,low
8485,0,0,0.7,0.69,5,154,2,0,0,0,sales,low
7705,0,0,0.44,0.61,3,147,4,0,0,0,RandD,low
